,duration,playlist_genre
3880,217,pop
3881,138,pop
3882,230,pop
3883,192,pop
3884,239,pop
3885,255,pop
3933,221,pop
3934,227,pop
3935,190,pop
3936,228,pop
3937,153,pop
3938,202,pop
3939,201,pop
3940,37,pop
3941,73,pop
3945,213,pop
3946,206,pop
3947,190,pop
3948,189,pop
3949,206,pop
3950,188,pop
3951,181,pop
3952,278,pop
3964,204,pop
3965,209,pop
4077,213,pop
4080,195,pop
4081,228,pop
4082,193,pop
4083,208,pop
4084,195,pop
4085,200,pop
4086,189,pop
4087,219,pop
4088,211,pop
4090,193,pop
4091,205,pop
4092,211,pop
4093,237,pop
4094,223,pop
4095,163,pop
4096,196,pop
4097,210,pop
4098,207,pop
4099,191,pop
4100,193,pop
4101,222,pop
4102,202,pop
4103,195,pop
4104,208,pop
4105,279,pop
4106,181,pop
4107,203,pop
4108,200,pop
4109,195,pop
4110,203,pop
4111,186,pop
4112,205,pop
4113,208,pop
4114,193,pop
4115,176,pop
4116,186,pop
4117,192,pop
4118,226,pop
4119,187,pop
4120,224,pop
4121,198,pop
4122,248,pop
4123,226,pop
4124,212,pop
4125,188,pop
4126,174,pop
4127,207,pop
4135,178,pop
4136,274,pop
4137,210,pop
4138,210,pop
4139,194,pop
4140,178,pop
4141,177,pop
4142,208,pop
4143,182,pop
4144,232,pop
4145,164,pop
4146,170,pop
4148,251,pop
4157,227,pop
4180,190,pop
4181,271,pop
4182,182,pop
4186,187,pop
4187,188,pop
4188,198,pop
4189,200,pop
4196,245,pop
4197,227,pop
4198,189,pop
4199,208,pop
4200,191,pop
4201,183,pop
4202,244,pop
4203,198,pop
4204,184,pop
4205,199,pop
4206,209,pop
4207,210,pop
4208,323,pop
4209,189,pop
4215,202,pop
4216,257,pop
4219,158,pop
4221,211,pop
4222,331,pop
4223,274,pop
4238,207,pop
4244,196,pop
4245,215,pop
4246,224,pop
4247,232,pop
4248,190,pop
4249,226,pop
4250,227,pop
4251,181,pop
4254,192,pop
4255,234,pop
4256,193,pop
4257,195,pop
4258,206,pop
4259,215,pop
4260,205,pop
4261,205,pop
4262,173,pop
4263,224,pop
4264,194,pop
4265,165,pop
4266,209,pop
4267,179,pop
4268,199,pop
4269,221,pop
4270,234,pop
4271,250,pop
4272,199,pop
4282,228,pop
4283,322,pop
4284,191,pop
4285,214,pop
4286,188,pop
4287,234,pop
4288,196,pop
4289,252,pop
4290,187,pop
4291,206,pop
4292,163,pop
4293,216,pop
4294,187,pop
4295,191,pop
4296,186,pop
4297,197,pop
4298,214,pop
4299,196,pop
4300,155,pop
4301,186,pop
4302,158,pop
4303,163,pop
4304,181,pop
4305,180,pop
4306,178,pop
4307,208,pop
4308,212,pop
4309,240,pop
4310,201,pop
4461,235,pop
4462,217,pop
4463,228,pop
4464,292,pop
4465,228,pop
4466,188,pop
4467,199,pop
4468,223,pop
4469,208,pop
4470,232,pop
4471,197,pop
4472,240,pop
4473,192,pop
4474,236,pop
4475,192,pop
4476,211,pop
4477,187,pop
4478,185,pop
4479,176,pop
4480,270,pop
4481,199,pop
4482,196,pop
4483,183,pop
4564,223,pop
4565,223,pop
4566,213,pop
4570,201,pop
4571,284,pop
4572,220,pop
4573,241,pop
4574,197,pop
4575,234,pop
4577,224,pop
4578,222,pop
4579,235,pop
4580,205,pop
4584,149,pop
4585,214,pop
4586,204,pop
4587,242,pop
4588,196,pop
4628,202,pop
4642,225,pop
4643,200,pop
4997,185,pop
4998,144,pop
4999,189,pop
5000,157,pop
5001,224,pop
5002,223,pop
5003,240,pop
5004,273,pop
5005,174,pop
5006,204,pop
5007,169,pop
5008,195,pop
5009,281,pop
5010,228,pop
5011,145,pop
5028,249,pop
5029,230,pop
5052,169,pop
5053,192,pop
5054,238,pop
5055,166,pop
5056,170,pop
5057,185,pop
5058,220,pop
5059,177,pop
5060,172,pop
5061,193,pop
5062,178,pop
5063,173,pop
5064,164,pop
5065,210,pop
5066,166,pop
5071,155,pop
5073,207,pop
5074,200,pop
5075,187,pop
5076,189,pop
5077,169,pop
5118,190,pop
5159,193,pop
5171,144,pop
5172,266,pop
5173,200,pop
5174,150,pop
5175,177,pop
5176,218,pop
5177,247,pop
5178,172,pop
5179,218,pop
5180,162,pop
5181,170,pop
5182,185,pop
5183,187,pop
5184,210,pop
5185,196,pop
5186,188,pop
5187,230,pop
5188,217,pop
5189,180,pop
5190,237,pop
5191,190,pop
5192,203,pop
5206,172,pop
5208,216,pop
5209,255,pop
5210,175,pop
5212,205,pop
5218,175,pop
5219,262,pop
5220,189,pop
5221,183,pop
5222,149,pop
5228,186,pop
5229,191,pop
5230,213,pop
5231,171,pop
5233,251,pop
5234,246,pop
5235,194,pop
5236,167,pop
5619,204,pop
5620,194,pop
5621,179,pop
5622,255,pop
5628,243,pop
5629,180,pop
5630,160,pop
5631,240,pop
5632,178,pop
5633,233,pop
5634,237,pop
5635,197,pop
5636,452,pop
5637,205,pop
5638,288,pop
5639,225,pop
5640,210,pop
5641,170,pop
5642,183,pop
5643,207,pop
5644,207,pop
5645,257,pop
5646,227,pop
5647,214,pop
5648,146,pop
5649,237,pop
5650,208,pop
5651,244,pop
5652,219,pop
5653,202,pop
5654,178,pop
5655,242,pop
5656,168,pop
5657,213,pop
5658,198,pop
5659,201,pop
5660,198,pop
5661,187,pop
5662,196,pop
5780,212,pop
5781,203,pop
5782,192,pop
5783,225,pop
5784,167,pop
5785,185,pop
5786,203,pop
5787,184,pop
5788,201,pop
5789,203,pop
5790,142,pop
5791,240,pop
5792,195,pop
5793,208,pop
5794,245,pop
5795,206,pop
5796,181,pop
5811,227,pop
5812,295,pop
5813,194,pop
5871,182,pop
5872,285,pop
5900,301,pop
5901,212,pop
5920,345,pop
5921,192,pop
5922,206,pop
5923,222,pop
5924,221,pop
5925,208,pop
5926,248,pop
5927,353,pop
5928,429,pop
5942,235,pop
5943,148,pop
5944,206,pop
5960,228,pop
5961,278,pop
5962,212,pop
5963,206,pop
5964,267,pop
5965,192,pop
5966,243,pop
5967,220,pop
5968,312,pop
5981,222,pop
5982,223,pop
5983,248,pop
5984,211,pop
5985,390,pop
5986,197,pop
5987,248,pop
5988,274,pop
6001,274,pop
6002,232,pop
6003,253,pop
6004,212,pop
6005,241,pop
6018,187,pop
6019,188,pop
6020,490,pop
6021,281,pop
6022,213,pop
6023,229,pop
6024,258,pop
6025,249,pop
6026,212,pop
6027,247,pop
6028,273,pop
6029,265,pop
6030,194,pop
6031,247,pop
6032,239,pop
6033,201,pop
6034,230,pop
6035,238,pop
6036,243,pop
6037,204,pop
6038,232,pop
6047,241,pop
6048,371,pop
6054,192,pop
6055,302,pop
6056,251,pop
6057,220,pop
6058,224,pop
6059,214,pop
6060,237,pop
6061,156,pop
6062,359,pop
6063,247,pop
6064,183,pop
6065,180,pop
6066,254,pop
6067,219,pop
6068,222,pop
6069,180,pop
6070,211,pop
6071,255,pop
6072,185,pop
6076,202,pop
6083,227,pop
6084,296,pop
6085,249,pop
6092,202,pop
6106,223,pop
6108,214,pop
6109,210,pop
6115,215,pop
6116,217,pop
6125,260,pop
6126,188,pop
6132,219,pop
6133,220,pop
6134,298,pop
6152,208,pop
6153,148,pop
6154,165,pop
6155,143,pop
6156,176,pop
6157,191,pop
6158,199,pop
6159,215,pop
6160,206,pop
6161,166,pop
6162,218,pop
6163,175,pop
6164,195,pop
6165,176,pop
6166,199,pop
6169,208,pop
6170,161,pop
6171,170,pop
6213,159,pop
6249,170,pop
6250,178,pop
6273,188,pop
6274,155,pop
6275,159,pop
6276,212,pop
6277,157,pop
6278,193,pop
6279,154,pop
6394,179,pop
6395,194,pop
6396,172,pop
6397,202,pop
6398,198,pop
6407,188,pop
6426,174,pop
6507,212,pop
6508,241,pop
6562,294,pop
6563,172,pop
6564,171,pop
6565,192,pop
6580,175,pop
6596,180,pop
6597,200,pop
6598,259,pop
6599,209,pop
6600,189,pop
6601,206,pop
6649,216,pop
6650,190,pop
6651,236,pop
6652,204,pop
6653,192,pop
6654,223,pop
6655,187,pop
6656,178,pop
6657,190,pop
6821,188,pop
6822,176,pop
6823,239,pop
6824,253,pop
6833,214,pop
6834,236,pop
6836,206,pop
6843,235,pop
6844,209,pop
6845,203,pop
6846,194,pop
6847,192,pop
6848,207,pop
6849,213,pop
6850,203,pop
6878,224,pop
6879,218,pop
6881,189,pop
6911,410,pop
6927,226,pop
6928,207,pop
6929,194,pop
6936,181,pop
6937,235,pop
6938,222,pop
6981,230,pop
6982,229,pop
6983,178,pop
6984,200,pop
6985,234,pop
6991,173,pop
6996,231,pop
7003,229,pop
7004,193,pop
7005,183,pop
7316,204,pop
7317,155,pop
7318,269,pop
7319,182,pop
7320,158,pop
7338,177,pop
7339,235,pop
7340,203,pop
7341,168,pop
7351,213,pop
7352,206,pop
7353,259,pop
7363,188,pop
7364,247,pop
7365,149,pop
7366,190,pop
7367,162,pop
7369,159,pop
7370,228,pop
7371,235,pop
7372,160,pop
7373,193,pop
7376,154,pop
7377,207,pop
7378,164,pop
7379,215,pop
7380,253,pop
7381,179,pop
7382,173,pop
7383,200,pop
7384,177,pop
7385,149,pop
7386,186,pop
7387,272,pop
7388,138,pop
7389,187,pop
7390,319,pop
7391,213,pop
7392,270,pop
7393,170,pop
7395,209,pop
7396,181,pop
7401,185,pop
7404,164,pop
7408,231,pop
7409,160,pop
7410,337,pop
7411,194,pop
7412,221,pop
7413,224,pop
7414,220,pop
7415,242,pop
7419,145,pop
7420,204,pop
7421,253,pop
7422,274,pop
7424,202,pop
7425,208,pop
7428,147,pop
7429,164,pop
7430,172,pop
7431,192,pop
7432,221,pop
7433,178,pop
7436,185,pop
7437,179,pop
7438,173,pop
7439,245,pop
7440,165,pop
7441,181,pop
7442,204,pop
7443,142,pop
7444,191,pop
7445,245,pop
7446,166,pop
7447,231,pop
7448,173,pop
7449,184,pop
7450,223,pop
7451,153,pop
7452,218,pop
7457,165,pop
7458,216,pop
7461,187,pop
7462,153,pop
7463,236,pop
7464,209,pop
7465,209,pop
7466,178,pop
7467,234,pop
7468,218,pop
7469,270,pop
9009,173,pop
9010,140,pop
9011,168,pop
9012,215,pop
9013,233,pop
9014,191,pop
9015,235,pop
9016,195,pop
9017,101,pop
9018,200,pop
9026,188,pop
9027,179,pop
9028,113,pop
9029,221,pop
9030,213,pop
9211,218,pop
9212,181,pop
9244,209,pop
9245,188,pop
9246,204,pop
9259,176,pop
9260,208,pop
9261,170,pop
9281,219,pop
9282,80,pop
9359,198,pop
9360,320,pop
9361,211,pop
9374,299,pop
9382,132,pop
9384,168,pop
9385,228,pop
9386,258,pop
9387,216,pop
9388,131,pop
9389,134,pop
9390,137,pop
9391,171,pop
9392,212,pop
9393,211,pop
9394,202,pop
9395,233,pop
9396,250,pop
9397,184,pop
9398,150,pop
9399,217,pop
9400,248,pop
9410,155,pop
9411,168,pop
9412,230,pop
9413,171,pop
9414,151,pop
9415,208,pop
9417,209,pop
9848,195,pop
9849,186,pop
9937,202,pop
9951,178,pop
9952,171,pop
9953,209,pop
9954,167,pop
9955,172,pop
9956,213,pop
9957,164,pop
9958,159,pop
9959,187,pop
9965,181,pop
9966,241,pop
9967,178,pop
9968,202,pop
9969,197,pop
9970,155,pop
9971,156,pop
9972,172,pop
9973,215,pop
9974,175,pop
9975,200,pop
9976,177,pop
9977,218,pop
9978,187,pop
9979,164,pop
9980,166,pop
9981,188,pop
9982,155,pop
9983,221,pop
9984,148,pop
9985,213,pop
9986,185,pop
9987,229,pop
9988,184,pop
9989,202,pop
9995,201,pop
9996,217,pop
9997,266,pop
9998,248,pop
9999,178,pop
10021,166,pop
10022,181,pop
10034,161,pop
10043,174,pop
10044,157,pop
10045,169,pop
10047,172,pop
10048,185,pop
10049,232,pop
10050,181,pop
10054,150,pop
10055,159,pop
10058,221,pop
10059,167,pop
10060,246,pop
10074,188,pop
10075,178,pop
10137,189,pop
10138,221,pop
10139,185,pop
10140,210,pop
10141,193,pop
10142,200,pop
10143,201,pop
10144,177,pop
10145,156,pop
10146,213,pop
10147,194,pop
10154,193,pop
10178,179,pop
10433,191,pop
10477,236,pop
10478,292,pop
10479,255,pop
10480,226,pop
10481,195,pop
10482,290,pop
10483,256,pop
10484,220,pop
10492,251,pop
10493,249,pop
10494,189,pop
10495,198,pop
10496,215,pop
10497,201,pop
10498,234,pop
10499,240,pop
10500,229,pop
10501,257,pop
10502,225,pop
10503,232,pop
10504,338,pop
10505,249,pop
10506,276,pop
10507,238,pop
10508,311,pop
10509,235,pop
10510,163,pop
10511,260,pop
10512,333,pop
10513,169,pop
10514,239,pop
10515,158,pop
10516,347,pop
10523,222,pop
10524,186,pop
10525,175,pop
10526,289,pop
10527,204,pop
10528,183,pop
10529,256,pop
10530,236,pop
10531,236,pop
10532,212,pop
10560,240,pop
10561,189,pop
10562,367,pop
10583,220,pop
10584,242,pop
10585,285,pop
10586,190,pop
10587,143,pop
10588,239,pop
10589,275,pop
10590,204,pop
10591,212,pop
10592,206,pop
10593,209,pop
10594,217,pop
10595,250,pop
10596,262,pop
10597,280,pop
10598,223,pop
10599,203,pop
10612,232,pop
11098,260,pop
11099,225,pop
11100,228,pop
11101,249,pop
11103,208,pop
11104,235,pop
11105,154,pop
11106,231,pop
11107,221,pop
11108,224,pop
11109,219,pop
11110,227,pop
11111,216,pop
11112,216,pop
11130,239,pop
11131,283,pop
11132,193,pop
11141,274,pop
11229,215,pop
11230,185,pop
11236,169,pop
11237,215,pop
11238,170,pop
11246,172,pop
11247,164,pop
11248,281,pop
11249,222,pop
11250,257,pop
11251,212,pop
11252,204,pop
11253,185,pop
11254,262,pop
11255,264,pop
11271,207,pop
11272,184,pop
11327,258,pop
11328,198,pop
11329,258,pop
11330,263,pop
11331,193,pop
11332,213,pop
11333,187,pop
11334,185,pop
11335,213,pop
11338,296,pop
11339,301,pop
11340,291,pop
11341,186,pop
11342,213,pop
11343,257,pop
11344,221,pop
11345,188,pop
11346,168,pop
11347,234,pop
11358,202,pop
11359,220,pop
11360,204,pop
11418,229,pop
11438,248,pop
11439,206,pop
11440,169,pop
11441,188,pop
11442,209,pop
11444,223,pop
11445,163,pop
11446,215,pop
11447,312,pop
11644,192,pop
11645,202,pop
11646,333,pop
11647,186,pop
11648,229,pop
11649,243,pop
11650,232,pop
11652,273,pop
11653,196,pop
11661,163,pop
11662,209,pop
11663,227,pop
11664,107,pop
11665,180,pop
11666,318,pop
11667,206,pop
11668,255,pop
11669,195,pop
11670,261,pop
11671,220,pop
11672,256,pop
11673,206,pop
11674,198,pop
11675,232,pop
11676,321,pop
11677,385,pop
11678,293,pop
11679,301,pop
11680,204,pop
11681,168,pop
11682,198,pop
11683,243,pop
11684,217,pop
11685,170,pop
11686,201,pop
11687,277,pop
11688,258,pop
11689,244,pop
11690,255,pop
11691,236,pop
11692,248,pop
11693,209,pop
11694,260,pop
11695,240,pop
11696,217,pop
11697,270,pop
11698,190,pop
11699,216,pop
11700,190,pop
11701,203,pop
11702,181,pop
11703,180,pop
11704,312,pop
11705,129,pop
11706,177,pop
11707,190,pop
11708,204,pop
11709,220,pop
11710,238,pop
11711,241,pop
11712,203,pop
11713,150,pop
11714,211,pop
11715,217,pop
11716,242,pop
11717,153,pop
11718,198,pop
11719,205,pop
11720,179,pop
11721,245,pop
11722,206,pop
11723,184,pop
11724,203,pop
11725,184,pop
11726,233,pop
11727,258,pop
11728,168,pop
11729,223,pop
11730,209,pop
11731,318,pop
11732,223,pop
11733,144,pop
11734,324,pop
11735,312,pop
11736,187,pop
11737,189,pop
11738,212,pop
11739,237,pop
11740,195,pop
11741,193,pop
11742,218,pop
11743,181,pop
11744,220,pop
11745,220,pop
11746,242,pop
11747,189,pop
11748,183,pop
11749,154,pop
11750,238,pop
11751,203,pop
11752,224,pop
11753,218,pop
11754,185,pop
11871,234,pop
11880,233,pop
11881,219,pop
11882,186,pop
11883,215,pop
11884,214,pop
11885,237,pop
11886,236,pop
11887,241,pop
11888,212,pop
11889,323,pop
11890,222,pop
11891,211,pop
11895,203,pop
11896,251,pop
11897,187,pop
11898,209,pop
11899,239,pop
11900,230,pop
11933,216,pop
11949,240,pop
11950,246,pop
11951,210,pop
11952,197,pop
11953,155,pop
11954,203,pop
11955,260,pop
11956,187,pop
11957,229,pop
11958,228,pop
11959,199,pop
11960,193,pop
11961,251,pop
11962,203,pop
11963,223,pop
11964,203,pop
11965,235,pop
11966,159,pop
11967,241,pop
11968,208,pop
11969,243,pop
11970,178,pop
11971,192,pop
11972,255,pop
11973,214,pop
11974,220,pop
11975,273,pop
11976,239,pop
11977,195,pop
11978,164,pop
11979,251,pop
11980,218,pop
11981,213,pop
11982,218,pop
11983,184,pop
11984,175,pop
11985,268,pop
11986,212,pop
11987,230,pop
11988,216,pop
11989,192,pop
11990,215,pop
11991,204,pop
11992,220,pop
11993,176,pop
11994,199,pop
11995,270,pop
11996,227,pop
11997,339,pop
11998,185,pop
11999,207,pop
12000,198,pop
12001,261,pop
12002,182,pop
12003,161,pop
12004,220,pop
12005,201,pop
12012,232,pop
12013,149,pop
12014,203,pop
12015,278,pop
12016,180,pop
12017,215,pop
12018,249,pop
12049,205,pop
12050,207,pop
12051,182,pop
12071,214,pop
12072,190,pop
12073,202,pop
12074,231,pop
12075,260,pop
12076,268,pop
12077,240,pop
12078,207,pop
12079,246,pop
12080,238,pop
12081,326,pop
12082,257,pop
12083,218,pop
12084,238,pop
12085,230,pop
12086,219,pop
12087,230,pop
12088,217,pop
12089,304,pop
12090,192,pop
12091,192,pop
12092,289,pop
12093,274,pop
12094,281,pop
12095,216,pop
12096,192,pop
12097,368,pop
12098,367,pop
12099,280,pop
12100,214,pop
12101,218,pop
12102,201,pop
12103,243,pop
12104,244,pop
12105,249,pop
12106,242,pop
12107,214,pop
12108,262,pop
12227,160,pop
12228,146,pop
12229,175,pop
12230,178,pop
12231,190,pop
12232,201,pop
12233,186,pop
12234,154,pop
12235,196,pop
12236,200,pop
12237,196,pop
12238,171,pop
12239,223,pop
12240,201,pop
12241,187,pop
12242,236,pop
12243,174,pop
12244,189,pop
12245,155,pop
12248,158,pop
12249,200,pop
12250,214,pop
12251,180,pop
12252,187,pop
12253,212,pop
12254,202,pop
12255,167,pop
12256,232,pop
12297,183,pop
12298,147,pop
12299,195,pop
12300,228,pop
12301,193,pop
12302,180,pop
12303,219,pop
12304,171,pop
12305,179,pop
12306,251,pop
12307,268,pop
12308,184,pop
12309,184,pop
12310,171,pop
12312,198,pop
12313,190,pop
12314,216,pop
12315,264,pop
12316,234,pop
12317,250,pop
12318,215,pop
12319,210,pop
12320,179,pop
12321,222,pop
12322,207,pop
12323,229,pop
12324,227,pop
12325,211,pop
12326,190,pop
12327,221,pop
12328,185,pop
12329,187,pop
12330,183,pop
12331,182,pop
12332,185,pop
12333,234,pop
12334,450,pop
12335,192,pop
12336,205,pop
12337,180,pop
12338,235,pop
12339,199,pop
12340,205,pop
12341,221,pop
12342,215,pop
12343,222,pop
12344,231,pop
12345,187,pop
12346,213,pop
12347,328,pop
12348,222,pop
12349,169,pop
12350,214,pop
12351,280,pop
12352,196,pop
12353,180,pop
12354,219,pop
12355,192,pop
12356,201,pop
12357,150,pop
12358,211,pop
12359,192,pop
12361,228,pop
12362,237,pop
12363,266,pop
12364,206,pop
12365,262,pop
12366,214,pop
12367,183,pop
12371,242,pop
12372,324,pop
12522,231,pop
12523,172,pop
12524,276,pop
12525,214,pop
12526,211,pop
12533,228,pop
12534,203,pop
12535,221,pop
12536,259,pop
12537,321,pop
12538,303,pop
12539,220,pop
12540,220,pop
12541,215,pop
12542,214,pop
12543,186,pop
12544,186,pop
12545,192,pop
12546,201,pop
12547,218,pop
12548,250,pop
12549,156,pop
12550,235,pop
12551,337,pop
12552,358,pop
12553,276,pop
12554,231,pop
12555,219,pop
12556,187,pop
12557,277,pop
12558,217,pop
12559,197,pop
